id,name,safety_index,health_index,1b_rent_oc,1b_rent_cc,basic_utils_85m2,internet_60mbps,trans_means,gas_liter,monthly_pass_local_trans,one_way_local_trans,meal_for_two_midrange_rest,meal_inex_rest,safety_lvl,health_lvl
33782,"Needham, MA, United States",82.35,0,0,0,300,80,,0,0,0,0,0,(Very High),
33974,"Hastings, NE, United States",0,0,0,0,0,54,,0,0,2,0,0,,
34328,"Kent, OH, United States",0,0,950,1350,0,75,,0.8044039,40,1,60,13,,
34481,"Jacksonville, AL, United States",0,0,0,0,183.6,70,,0.926275296,0,0,60,15,,
34755,"Framingham, MA, United States",46.32,55.56,1925,1750,132.83,70,{'Walking': 100},0.842708848,0,1.38,68,18,(Moderate),(Moderate)
34924,"Escondido, CA, United States",43.14,0,1925,2098,203.02,66,{'Car': 100},1.187849926,72,2.5,80,22,(Moderate),
35157,"Kennesaw, GA, United States",0,0,1500,1800,362.5,68,,0,0,0,75,15,,
35417,"Hannibal, MO, United States",0,0,0,0,0,0,,0,0,0,22,8,,
36189,,89.71,0,0,0,0,0,,0,0,0,0,0,(Very High),
36372,"Frankfort, KY, United States",30.88,0,700,700,0,80,,0,0,0,25,8,(Low),
37831,,0,0,0,0,0,0,,0,0,0,0,0,,
37838,,0,0,0,0,0,0,,0,0,0,0,0,,
38602,"Steubenville, OH, United States",0,0,0,0,0,0,,0,0,0,25,12,,
38830,"Greenwood, SC, United States",0,0,0,0,0,90,,0,0,0,45,10,,
38945,"Gary, IN, United States",0,0,500,800,150,50,,0,0,0,0,0,,
39114,"Newberg, OR, United States",0,0,900,0,0,0,,0,0,0,0,0,,
3390,"Arlington, VA, United States",79.15,82.03,1613,2042,135.36,64,"{'Train/Metro': 10, 'Car': 60, 'Bus/Trolleybus': 10, 'Working from Home': 10, 'Bike': 10}",0.866836695,90,3.18,85,16,(High),(Very High)
3409,"Columbus, OH, United States",56.55,73.95,911,1222,177.73,62,"{'Walking': 6, 'Car': 90, 'Bus/Trolleybus': 2, 'Bike': 2}",0.845174582,62,2.3,60,15,(Moderate),(High)
3412,"Denver, CO, United States",55.27,69.55,1434,1799,134.57,63,"{'Walking': 6, 'Train/Metro': 2, 'Car': 81, 'Bus/Trolleybus': 2, 'Working from Home': 9, 'Bike': 1}",0.96162155,114,3,66,17,(Moderate),(High)
3417,"Fort Wayne, IN, United States",56.53,77.78,756,795,172.13,49,"{'Car': 75, 'Bus/Trolleybus': 25}",0.873050951,0,0,60,14,(Moderate),(High)
3429,"Huntington, WV, United States",46.53,75.53,500,850,159.05,59,{'Car': 100},0.877051215,0,2,45,12,(Moderate),(High)
3439,"Lincoln, NE, United States",66.57,75.42,896,990,123.32,69,"{'Walking': 10, 'Car': 70, 'Working from Home': 10, 'Bike': 10}",0.900210428,30,1.75,55,17,(High),(High)
3444,"Lubbock, TX, United States",50.73,77.53,700,750,168,66,"{'Walking': 11, 'Car': 78, 'Bike': 11}",0.826198274,105,2,48,18,(Moderate),(High)
3456,"Newark, NJ, United States",28.53,59.41,2030,2263,291,86,"{'Walking': 17, 'Car': 83}",0.944855658,126,4.03,60,14,(Low),(Moderate)
3457,"Norfolk, VA, United States",42.47,66.67,1243,1284,135.36,64,{'Car': 100},0.899373952,80,2.75,63,15,(Moderate),(High)
3459,"Oakland, CA, United States",33.51,77.4,2344,2561,289.67,61,"{'Walking': 10, 'Train/Metro': 10, 'Car': 62, 'Bus/Trolleybus': 10, 'Working from Home': 3, 'Bike': 3}",1.275052946,95,3.75,70,18,(Low),(High)
3460,"Oklahoma City, OK, United States",50.69,74.04,853,1167,156.18,70,"{'Walking': 4, 'Car': 93, 'Working from Home': 4}",0.795157957,50,2,50,12,(Moderate),(High)
3461,"Omaha, NE, United States",54.16,75.94,784,877,196.37,82,"{'Walking': 4, 'Car': 93, 'Bus/Trolleybus': 4}",0.839604924,54,1.38,73,17,(Moderate),(High)
3469,"Portland, OR, United States",48.14,73.18,1356,1722,206.19,70,"{'Walking': 1, 'Train/Metro': 5, 'Car': 79, 'Bus/Trolleybus': 7, 'Working from Home': 1, 'Bike': 6, 'Motorbike': 1}",1.069032293,100,2.5,70,15,(Moderate),(High)
3470,"Raleigh, NC, United States",65.09,75.64,1090,1505,145.37,62,"{'Walking': 6, 'Car': 89, 'Bus/Trolleybus': 2, 'Working from Home': 2, 'Bike': 2}",0.868549748,40,2,60,15,(High),(High)
3474,"Rochester, NY, United States",36.31,72.08,938,868,136.56,63,"{'Walking': 9, 'Car': 86, 'Bus/Trolleybus': 5}",0.946792782,56,1,60,15,(Low),(High)
3480,"San Antonio, TX, United States",51.49,70.59,1004,1375,194.12,67,"{'Walking': 4, 'Car': 88, 'Bus/Trolleybus': 2, 'Working from Home': 7}",0.757513406,38,1.5,58,15,(Moderate),(High)
3482,"San Diego, CA, United States",62.95,71.01,1840,2321,162.73,69,"{'Walking': 1, 'Train/Metro': 1, 'Car': 88, 'Bus/Trolleybus': 4, 'Working from Home': 5, 'Motorbike': 2}",1.291125103,74,2.5,80,15,(High),(High)
3493,"Toledo, OH, United States",35.62,53.17,567,667,251.88,62,"{'Walking': 33, 'Car': 67}",0.811536803,80,1.5,48,15,(Low),(Moderate)
3495,"Tulsa, OK, United States",49.05,68.62,800,1020,198.6,63,"{'Walking': 5, 'Car': 86, 'Working from Home': 5, 'Bike': 5}",0.798386727,40,2.5,47,10,(Moderate),(High)
3496,"Virginia Beach, VA, United States",58.25,69.78,1020,1288,153.79,73,{'Car': 100},0.899373952,70,2,73,15,(Moderate),(High)
7551,"Lewiston, ME, United States",57.84,0,0,0,185.46,75,,0.914299685,0,0,35,15,(Moderate),
7557,"Joplin, MO, United States",56.65,65.08,650,675,182.08,65,{'Car': 100},0.886561532,0,0,55,15,(Moderate),(High)
7593,"Appleton, WI, United States",58.44,71.94,700,0,168.09,58,{'Car': 100},0.853804262,0,0,55,9,(Moderate),(High)
7605,"Las Cruces, NM, United States",62.12,57.99,700,738,133.29,63,{'Car': 100},0.888718873,30,1,38,10,(High),(Moderate)
7720,"Syracuse, NY, United States",37.56,56.82,840,928,111,68,"{'Walking': 11, 'Car': 78, 'Working from Home': 11}",0.912626676,50,2.5,60,14,(Low),(Moderate)
7771,"Scranton, PA, United States",54.13,37.5,0,635,243.84,86,{'Car': 100},0.938163311,60,1.75,65,15,(Moderate),(Low)
7801,"Longview, TX, United States",46.21,75,600,850,193.75,79,{'Car': 100},0.76213673,0,0,50,15,(Moderate),(High)
7909,"Rockford, IL, United States",28.41,59.9,550,0,211,62,{'Car': 100},0.853143832,0,0,50,15,(Low),(Moderate)
7936,"Manchester, NH, United States",53.34,78.12,1121,1429,174.73,73,"{'Walking': 40, 'Car': 60}",0.853011661,20,2.75,75,20,(Moderate),(High)
7940,"Marietta, GA, United States",70.76,77.43,1000,1339,142.6,62,{'Car': 100},0.90465739,69,2.5,60,14,(High),(High)
7971,"Princeton, NJ, United States",74.97,75,1702,2016,165.77,73,"{'Car': 80, 'Bus/Trolleybus': 20}",0.931647055,0,1.6,80,16,(High),(High)
7982,"Macon, GA, United States",25.34,50,675,600,212.96,71,{'Car': 100},0.830557324,20,0.5,50,9,(Low),(Moderate)
8025,"Fort Lauderdale, FL, United States",50.43,68.09,1488,1951,130.76,59,"{'Car': 95, 'Working from Home': 5}",0.934013364,65,2.5,75,20,(Moderate),(High)
8064,"West Palm Beach, FL, United States",43.62,67.18,1551,1895,171.37,71,{'Car': 100},0.879693098,70,3,65,15,(Moderate),(High)
8105,"Davenport, IA, United States",43.38,86.11,650,1050,136.94,72,{'Car': 100},0.80220272,0,0,42,13,(Moderate),(Very High)
8399,"Decatur, IL, United States",35.29,0,0,0,183.49,67,"{'Car': 67, 'Working from Home': 33}",0.896600234,0,0,54,12,(Low),
8579,"Lake Charles, LA, United States",42.4,65.28,800,1188,193.39,70,{'Car': 100},0.806429471,0,0.99,50,10,(Moderate),(High)
8666,"Reading, PA, United States",28.21,72.22,950,1000,134.6,66,{'Car': 100},0.93807518,0,0,60,15,(Low),(High)
8779,"Fargo, ND, United States",56.17,57.78,783,890,130.55,67,{'Car': 100},0.920551801,0,0,45,12,(Moderate),(Moderate)
8868,"Williamsport, PA, United States",57.35,0,975,933,218.1,92,,0.892021239,45,0,65,12,(Moderate),
8893,"Midland, MI, United States",89.38,78.47,700,1200,106,63,{'Car': 100},0.871239628,60,0,37,10,(Very High),(High)
9217,"Murfreesboro, TN, United States",57.17,62.5,1000,1118,177.06,68,{'Car': 100},0.798856663,0,0,60,14,(Moderate),(High)
9227,"Klamath Falls, OR, United States",64.86,45.56,550,650,202,65,,1.006319718,0,0,40,14,(High),(Moderate)
9244,"Stillwater, OK, United States",57.35,69.44,500,650,140,67,{'Walking': 100},0.758174028,35,1,55,12,(Moderate),(High)
9332,"Terre Haute, IN, United States",46.22,55.56,575,692,186.85,53,"{'Walking': 33, 'Car': 67}",0.934112476,50,1.88,50,15,(Moderate),(Moderate)
9378,"Bend, OR, United States",75.8,64.22,1414,1867,148.21,77,{'Car': 100},1.132329631,30,2.5,83,21,(High),(High)
9498,"Billings, MT, United States",53.56,66.67,700,850,137.54,64,{'Car': 100},0.889731578,28,2,50,11,(Moderate),(High)
9600,"Newton, MA, United States",88.36,83.33,1700,1700,246.24,82,{'Car': 100},1.056688211,0,0,78,17,(Very High),(Very High)
9606,"Naperville, IL, United States",86.87,94.44,1319,1700,174.95,53,"{'Car': 80, 'Bike': 20}",0.918614571,125,6,70,15,(Very High),(Very High)
9737,"Aberdeen, SD, United States",15.44,38.89,0,0,170,53,{'Working from Home': 100},0.868069556,0,0,60,14,(Very Low),(Low)
9855,"Wichita Falls, TX, United States",73.71,83.33,0,0,153.69,49,{'Car': 100},0.767860339,0,0,30,9,(High),(Very High)
10048,"Sarasota, FL, United States",75.22,68.19,1525,1779,164.66,69,{'Car': 100},0.931206587,65,2,72,19,(High),(High)
10109,"San Dimas, CA, United States",68.38,0,0,0,167.65,60,{'Car': 100},1.585032316,0,0,60,13,(High),
10203,"Butte, MT, United States",90.44,87.5,800,750,121.81,62,{'Car': 100},0.855917451,0,0,40,15,(Very High),(Very High)
10343,"Ashland, WI, United States",33.33,0,0,0,220.73,80,,0.856234612,0,0,75,16,(Low),
10356,"Manhattan, KS, United States",58.82,0,0,575,179.13,57,{'Car': 100},0.82580196,30,2.75,50,11,(Moderate),
10359,"Moscow, ID, United States",76.47,58.33,674,809,78.82,57,"{'Train/Metro': 33, 'Car': 67}",1.030975785,0,0,40,12,(High),(Moderate)
10451,"Athens, OH, United States",0,0,500,700,95.86,61,{'Car': 100},0.935169066,40,1,45,12,,
10764,"Bozeman, MT, United States",81.58,73.15,1500,1944,137.54,64,"{'Car': 88, 'Bike': 12}",0.897958666,0,3,72,16,(Very High),(High)
10783,"Lynchburg, VA, United States",72.94,65.74,700,950,158.33,56,{'Car': 100},0.881278233,0,0,50,11,(High),(High)
10951,"Surprise, AZ, United States",79.41,77.78,750,985,178.63,77,{'Car': 100},0.988569626,44,0,55,16,(High),(High)
10992,"Camden, NJ, United States",23.3,13.89,1300,1800,227.5,73,,0.931647055,55,1.6,47,16,(Low),(Very Low)
11188,"Shawnee, OK, United States",56.86,100,0,550,85,45,,0.76213673,0,0,30,9,(Moderate),(Very High)
11196,"East Lansing, MI, United States",65.2,58.33,900,1300,158.4,57,,0.845526948,33,1.25,45,12,(High),(Moderate)
11331,"Maryville, MO, United States",89.71,0,0,0,241.73,60,,0.786704743,0,0,25,12,(Very High),
11360,"Farmville, VA, United States",0,0,650,0,221,70,,0.825405768,0,0,42,11,,
11480,"Troy, NY, United States",57.35,80.56,725,1025,112,68,,0.934024466,0,0,58,20,(Moderate),(Very High)
11526,"Westerville, OH, United States",80.88,0,0,0,114.11,61,,0.845174582,0,0,60,15,(Very High),
11527,"Houghton, MI, United States",91.18,0,0,0,114.37,60,{'Car': 100},0,0,0,75,10,(Very High),
11565,"Lewiston, ID, United States",69.12,47.22,800,900,84,66,{'Car': 100},0,0,0,65,16,(High),(Moderate)
11736,"Bourbonnais, IL, United States",0,0,0,0,204,30,,0.977436595,0,0,40,10,,
11748,"Saint Charles, MO, United States",77.21,0,1250,1220,149.05,53,{'Car': 100},0.839715145,80,3.25,50,7,(High),
11848,"Bethlehem, PA, United States",72.79,0,0,0,195.98,50,,0.939660433,0,0,64,14,(High),
12029,"Minot, ND, United States",74.26,0,667,750,131.25,44,,0.882995086,35,2,55,14,(High),
12165,"Rocky Mount, NC, United States",18.14,0,1040,1125,191.75,57,{'Car': 100},0.831217557,40,1.25,60,17,(Very Low),
12177,"South Hadley, MA, United States",71.08,0,0,0,183.92,63,,0.870711296,0,0,50,14,(High),
12536,"Livonia, MI, United States",93.01,47.22,0,0,149.5,55,,0,40,1.4,37,12,(Very High),(Moderate)
12931,"Mankato, MN, United States",43.38,74.54,975,0,300,133,{'Car': 100},0,40,0,76,25,(Moderate),(High)
12960,"Alexandria, LA, United States",36.18,0,0,0,271,80,,0.76213673,0,1,40,12,(Low),
13029,"Decorah, IA, United States",0,0,0,0,118.48,95,,0,0,0,50,12,,
14040,"Sylvania, OH, United States",88.24,0,0,0,0,130,,0.842708848,0,0,59,20,(Very High),
33417,,0,0,0,0,0,0,,0,0,0,0,0,,
33518,"Staunton, VA, United States",0,0,750,700,114.67,91,,0,0,0,60,10,,
33599,"Ripon, WI, United States",0,0,0,695,90,75,,0,0,0,0,0,,
33606,"Evanston, IL, United States",62.5,77.78,1248,1566,188.77,111,{'Car': 100},0.974794874,88,2.25,65,17,(High),(High)
33762,"Tahlequah, OK, United States",75,0,0,0,200,80,,0,0,0,50,10,(High),
33911,"Bartlesville, OK, United States",67.65,100,0,0,200,0,,0,0,0,0,0,(High),(Very High)
34053,"Mechanicsburg, PA, United States",0,47.22,973,1200,210.91,65,{'Car': 100},0.910072721,49,1.85,50,14,,(Moderate)
34057,,0,0,0,0,0,0,,0,0,0,0,0,,
34082,"West Lafayette, IN, United States",95.59,63.89,787,1200,153.08,45,{'Car': 100},0.864767312,28,1,45,10,(Very High),(High)
34252,,0,0,0,0,0,0,,0,0,0,0,0,,
34359,"Edmond, OK, United States",60.29,80.56,1000,1500,167,77,{'Car': 100},0,213,0,45,14,(High),(Very High)
34457,"Corvallis, OR, United States",53.53,44.44,967,1067,126.05,83,{'Car': 100},0.995664935,0,0,50,13,(Moderate),(Moderate)
34523,"Quincy, IL, United States",75,0,0,0,125.36,90,{'Car': 100},0.898184979,0,2.5,48,11,(High),
35563,"Malibu, CA, United States",51.47,0,0,0,0,0,,0,0,0,0,0,(Moderate),
35912,"Rolla, MO, United States",0,0,0,0,194.37,88,,0,0,0,40,11,,
35920,"Purcellville, VA, United States",0,0,0,0,0,100,,0,0,0,70,15,,
35983,"Yankton, SD, United States",0,0,0,0,261.56,65,,0,0,0,50,13,,
36099,"McMinnville, OR, United States",0,0,950,1125,175,89,,1.051404769,35,2,45,12,,
39294,"Nampa, ID, United States",79.41,0,1200,1400,93.81,73,,0,34,1,75,15,(High),
3386,"Akron, OH, United States",51.09,68.96,700,850,165,72,"{'Walking': 17, 'Car': 83}",0.880881806,50,1.25,50,16,(Moderate),(High)
3410,"Corpus Christi, TX, United States",53.29,47.02,945,856,148.05,65,"{'Car': 91, 'Working from Home': 9}",0.81204289,0,0,60,12,(Moderate),(Moderate)
3414,"Detroit, MI, United States",25.96,62.39,957,1151,249.03,78,"{'Walking': 3, 'Car': 91, 'Bus/Trolleybus': 6}",0.855238265,60,2,50,15,(Low),(High)
3418,"Fort Worth, TX, United States",57.1,63.27,1257,1327,156.18,79,"{'Walking': 4, 'Car': 89, 'Working from Home': 4, 'Motorbike': 4}",0.811008202,95,2.25,50,12,(Moderate),(High)
3432,"Irving, TX, United States",66.9,70.37,1076,1399,130.87,54,"{'Walking': 33, 'Car': 67}",0.75619268,96,1.5,45,12,(High),(High)
3451,"Mobile, AL, United States",33.44,60.49,775,1160,128.86,56,{'Car': 100},0.80695769,0,2,53,13,(Low),(High)
3483,"San Francisco, CA, United States",40.45,64.56,2455,2949,208.17,63,"{'Walking': 17, 'Tram/Streetcar': 2, 'Train/Metro': 10, 'Car': 54, 'Bus/Trolleybus': 9, 'Working from Home': 2, 'Bike': 5, 'Motorbike': 1}",1.275877698,81,3,85,20,(Moderate),(High)
3484,"San Jose, CA, United States",53.91,73.38,2159,2454,164.21,63,"{'Walking': 1, 'Tram/Streetcar': 3, 'Car': 92, 'Bus/Trolleybus': 1, 'Bike': 1, 'Motorbike': 1}",1.233947731,90,2.5,65,16,(Moderate),(High)
3487,"Seattle, WA, United States",49.07,74.06,1641,2070,217.78,63,"{'Walking': 6, 'Train/Metro': 2, 'Car': 64, 'Bus/Trolleybus': 19, 'Working from Home': 3, 'Bike': 4, 'Motorbike': 1}",1.117057837,99,2.75,90,20,(Moderate),(High)
3492,"Tampa, FL, United States",52.3,68.08,1197,1671,178.81,67,"{'Walking': 2, 'Car': 92, 'Working from Home': 7}",0.925482825,80,2,60,18,(Moderate),(High)
3494,"Tucson, AZ, United States",49.81,60.41,784,1020,204.11,64,"{'Walking': 4, 'Tram/Streetcar': 2, 'Car': 81, 'Working from Home': 8, 'Bike': 4, 'Motorbike': 2}",0.965053588,44,1.75,50,14,(Moderate),(High)
3499,"Winston-Salem, NC, United States",68.36,87.96,817,1625,129.93,42,"{'Walking': 14, 'Car': 79, 'Working from Home': 7}",0.812923542,0,0,55,14,(High),(Very High)
7487,"Stamford, CT, United States",81.68,85.71,1818,2186,163.2,64,{'Car': 100},0.932527637,63,1.75,100,21,(Very High),(Very High)
7493,"Savannah, GA, United States",41.72,52.66,1100,2075,128.77,72,"{'Car': 91, 'Working from Home': 9}",0.861795376,40,5,40,12,(Moderate),(Moderate)
7574,"Rapid City, SD, United States",44.99,66.2,925,969,173.89,84,{'Car': 100},0.899717257,0,3,50,14,(Moderate),(High)
7589,"Hartford, CT, United States",35.9,66.48,840,1365,99.6,68,{'Car': 100},0.984701545,0,0,58,23,(Low),(High)
7613,"Utica, NY, United States",45.64,50,700,725,122.76,74,,0.942698188,0,1.5,50,12,(Moderate),(Moderate)
7642,"Lafayette, IN, United States",55.39,53.24,783,912,214.82,59,"{'Walking': 33, 'Car': 67}",0.849577582,33,1,50,13,(Moderate),(Moderate)
7679,"Plattsburgh, NY, United States",75,0,0,0,169.34,61,{'Car': 100},0.879692935,0,0,50,12,(High),
7711,"Dayton, OH, United States",40.09,71.3,888,960,113.54,67,{'Car': 100},0.827915406,55,2,50,12,(Moderate),(High)
7768,"Kerrville, TX, United States",76.47,0,1000,1200,104.64,80,,0.876390785,0,0,35,9,(High),
7822,"Huntsville, AL, United States",59.25,73.61,1017,1000,133.91,64,"{'Walking': 5, 'Car': 90, 'Working from Home': 5}",0.895455327,200,0,48,12,(Moderate),(High)
7827,"Redding, CA, United States",37.82,66.67,0,0,210,64,{'Car': 100},1.256226555,0,0,57,13,(Low),(High)
7907,"Santa Barbara, CA, United States",82.55,68.76,2275,2388,195.36,96,"{'Walking': 14, 'Car': 71, 'Bus/Trolleybus': 14}",1.279438318,63,1.88,105,20,(Very High),(High)
7998,"Olympia, WA, United States",70.61,71.99,1183,1358,160,68,"{'Car': 78, 'Bus/Trolleybus': 11, 'Bike': 11}",1.042511138,0,0,60,16,(High),(High)
8014,"Lexington, KY, United States",49.14,68.89,784,1004,165.3,68,"{'Car': 91, 'Bike': 9}",0.802951141,50,3,50,10,(Moderate),(High)
8067,"New Paltz, NY, United States",0,75,1100,950,164.06,57,,0.929886063,0,0,37,10,,(High)
8108,"Athens, GA, United States",78.17,64.81,793,1111,212.46,68,"{'Walking': 33, 'Car': 67}",0.923809863,16,0.88,45,12,(High),(High)
8115,"Odessa, TX, United States",49.51,50,0,700,168,66,{'Car': 100},0.772263206,37,1.5,48,18,(Moderate),(Moderate)
8279,"Stanford, CA, United States",0,0,2000,3500,164.21,63,,1.226154873,0,0,65,16,,
8301,"Duluth, MN, United States",57.92,75,1067,1236,147.81,74,"{'Walking': 17, 'Car': 67, 'Bus/Trolleybus': 17}",0.900474728,40,2.5,53,15,(Moderate),(High)
8396,"College Station, TX, United States",68.45,68.33,883,980,149.48,63,"{'Car': 73, 'Working from Home': 9, 'Bike': 18}",0.826858704,40,0,60,15,(High),(High)
8414,"Springfield, IL, United States",58.49,53.11,0,660,149.05,60,{'Car': 100},0.979374144,0,0,50,15,(Moderate),(Moderate)
8438,"Chattanooga, TN, United States",46.81,75.62,1124,1317,207.81,64,"{'Walking': 7, 'Car': 93}",0.79502598,0,0,40,15,(Moderate),(High)
8729,"Carbondale, IL, United States",40.59,50,0,0,171.53,60,{'Car': 100},0.844505293,0,0,45,15,(Moderate),(Moderate)
8766,"Santa Cruz, CA, United States",59.64,73.15,2200,2390,217.71,65,"{'Walking': 6, 'Car': 88, 'Bike': 6}",1.239577777,53,2,60,15,(Moderate),(High)
8910,"Pensacola, FL, United States",46.37,74.65,1050,1500,268.56,74,{'Car': 100},0.929357443,50,1.75,50,12,(Moderate),(High)
9005,"Tuscaloosa, AL, United States",40.69,20.83,750,1025,182.97,58,{'Car': 100},0.809071192,0,0,60,12,(Moderate),(Low)
9016,"Annapolis, MD, United States",71.48,87.22,1367,1725,194.51,60,"{'Walking': 12, 'Car': 88}",0.936930488,85,3.29,50,15,(High),(Very High)
9074,"Laurel, MS, United States",0,0,0,0,268.56,74,,0.929357443,0,0,50,12,,
9131,"Arlington, TX, United States",47.24,75.93,889,972,186.3,59,"{'Train/Metro': 11, 'Car': 78, 'Working from Home': 11}",0.78095872,0,3,50,13,(Moderate),(High)
9182,"West Hartford, CT, United States",57.35,0,1000,1500,233.15,63,{'Car': 100},0.929886063,0,0,62,23,(Moderate),
9331,"Columbia, MO, United States",60.89,80.16,750,825,112.59,73,{'Car': 100},0.794893891,0,0,100,18,(High),(Very High)
9384,"Charleston, WV, United States",46.06,75,0,0,208.33,70,{'Car': 100},0.895015118,0,0,40,15,(Moderate),(High)
9400,"Winchester, VA, United States",74.51,0,1000,1075,190.52,95,,0.846407655,0,1,45,25,(High),
9406,"Hilo, HI, United States",60.95,68.44,0,0,194.56,71,"{'Walking': 33, 'Car': 67}",1.217481287,41,2,58,15,(High),(High)
9410,"Fayetteville, AR, United States",65.99,57.58,782,1075,166.05,56,"{'Walking': 11, 'Car': 89}",0.853804196,0,0,49,13,(High),(Moderate)
9456,"Missoula, MT, United States",66.71,58.88,1025,1079,136.43,66,"{'Car': 88, 'Bus/Trolleybus': 12}",0.902059782,0,0,60,12,(High),(Moderate)
9582,"Saint Cloud, MN, United States",37.87,81.94,0,0,130.55,67,,0.920551801,0,0,45,12,(Low),(Very High)
9703,"Jackson, TN, United States",41.54,75,0,0,194.29,90,{'Car': 100},0.798856663,0,0,47,11,(Moderate),(High)
9776,"San Marcos, TX, United States",100,60.19,950,1100,136.35,66,{'Car': 100},0.842709087,15,1,38,12,(Very High),(High)
9782,"Gainesville, FL, United States",52.61,83.11,1163,1090,183.26,73,"{'Walking': 18, 'Car': 64, 'Bus/Trolleybus': 9, 'Working from Home': 9}",0.838357293,35,1.6,50,15,(Moderate),(Very High)
9798,"Berkeley, CA, United States",39.46,80.28,2233,2774,184.27,72,"{'Walking': 7, 'Train/Metro': 14, 'Car': 57, 'Bus/Trolleybus': 7, 'Working from Home': 7, 'Motorbike': 7}",1.202511571,90,2.5,83,14,(Low),(Very High)
9873,"Thomasville, GA, United States",0,0,600,800,143.67,51,,0,0,0,75,6,,
10247,"Lacey, WA, United States",97.06,0,0,0,155,68,,1.042511138,0,0,55,16,(Very High),
10289,,0,0,0,0,0,0,,0,0,0,0,0,,
10291,"Shippensburg, PA, United States",0,0,0,0,163.33,60,,1.124492508,0,0,45,15,,
10578,"Tyler, TX, United States",68.75,62.96,683,900,186.3,59,{'Car': 100},0.771382633,0,1,60,13,(High),(High)
10595,"Cedar City, UT, United States",0,0,725,800,127.18,55,{'Car': 100},0.974794874,0,0,25,13,,
10613,"Nacogdoches, TX, United States",72.06,0,0,0,164.06,72,{'Car': 100},0,0,0,50,9,(High),
10622,"Boulder, CO, United States",80.31,80.43,1510,1826,134.38,52,"{'Walking': 17, 'Car': 33, 'Working from Home': 17, 'Bike': 33}",0.91368335,145,2.5,75,20,(Very High),(Very High)
10970,"Newark, DE, United States",72.79,44.44,985,1225,132.76,66,,0.890524194,70,2,55,15,(High),(Moderate)
11127,"Fairbanks, AK, United States",57.8,79.63,1200,1200,342.27,143,{'Car': 100},0.989324429,30,0,90,20,(Moderate),(High)
11268,"Hoboken, NJ, United States",84.56,100,0,1900,139.57,69,"{'Train/Metro': 25, 'Car': 50, 'Working from Home': 25}",0.899946409,210,2.13,75,10,(Very High),(Very High)
11272,"Merced, CA, United States",26.72,0,950,0,118.41,65,{'Car': 100},1.237118304,30,3.5,54,20,(Low),
11295,"Laredo, TX, United States",66.34,48.61,700,750,188.54,80,{'Car': 100},0.877579702,0,1.35,45,10,(High),(Moderate)
11343,"Troy, AL, United States",0,0,550,750,141.81,59,,0.889929704,0,0,30,10,,
11350,"Waterbury, CT, United States",47.79,47.22,0,0,144.8,90,{'Car': 100},0.903732803,109,2.75,50,14,(Moderate),(Moderate)
11518,"Cape Girardeau, MO, United States",62.25,44.44,483,600,210.78,71,{'Car': 100},0.866308341,25,5,45,13,(High),(Moderate)
11573,"Durant, OK, United States",39.71,0,0,0,193.75,49,,0.792516158,0,0,50,10,(Low),
12164,"Cookeville, TN, United States",38.24,68.06,500,750,145,69,{'Car': 100},0.798856663,43,5,45,12,(Low),(High)
12210,"Edwardsville, IL, United States",0,0,0,0,195,93,,0.990645197,0,0,50,12,,
12296,"Medford, MA, United States",73.04,0,1800,0,200,83,,0,90,2.4,85,15,(High),
12382,"Champaign, IL, United States",59.07,69.07,700,931,107.06,50,"{'Walking': 33, 'Car': 33, 'Bike': 33}",0.918614571,18,1,50,13,(Moderate),(High)
12418,"Davis, CA, United States",71.62,80.56,1233,1550,138.45,51,"{'Car': 50, 'Bike': 50}",1.228928777,100,2.5,60,15,(High),(Very High)
12428,"Santa Clara, CA, United States",80.39,86.11,2860,3293,174.6,57,{'Car': 100},1.292197886,95,2.25,63,15,(Very High),(Very High)
12478,"Groton, CT, United States",77.21,0,1100,0,400,50,,0,0,0,75,25,(High),
12599,"Denton, TX, United States",57.07,71.3,950,1193,130.87,54,"{'Car': 50, 'Motorbike': 50}",0.75619268,0,0,45,12,(Moderate),(High)
12693,"Kirksville, MO, United States",27.94,52.78,0,0,0,0,,0,0,0,50,15,(Low),(Moderate)
12910,"Texarkana, TX, United States",47.67,0,680,680,181.91,54,{'Car': 100},1.117447783,0,0,45,10,(Moderate),
12999,"Marshall, MN, United States",0,66.67,0,0,0,0,,0,0,0,25,7,,(High)
13723,"Athens, TN, United States",47.06,0,0,0,150,70,,0.822279803,0,0,43,20,(Moderate),
13744,"Hammond, LA, United States",25,0,0,0,168.33,75,,0,0,0,51,14,(Low),
13807,"Schenectady, NY, United States",25.18,0,900,1200,149.54,90,"{'Car': 50, 'Working from Home': 50}",0.90117922,80,2,80,40,(Low),
13808,"Saratoga Springs, NY, United States",66.91,0,1900,2250,167.02,63,,0.945735948,43,2.25,88,20,(High),
13881,"Angola, IN, United States",0,0,0,0,234.96,57,,0.792516158,0,0,30,10,,
14024,"Bridgeport, CT, United States",42.02,58.33,1800,1800,242.12,74,,0.911393582,70,1.75,80,14,(Moderate),(Moderate)
14156,"Stephenville, TX, United States",0,0,0,0,0,0,,0,0,0,50,25,,
33706,"Alpine, TX, United States",0,0,0,0,0,100,,0,0,0,75,16,,
33734,"Aliso Viejo, CA, United States",86.76,90.28,0,0,120,70,{'Car': 100},0,0,0,75,19,(Very High),(Very High)
