,id,institution,rank,city,state,state_full,website,institution_level,institution_control,degree_graning_status,undergraduate_offering,graduate_offering,urbanization_degree,distance_education_offered,distance_education_programs_offered,undergraduate_application_fee,graduate_application_fee,graduation_rate,recommendations,admission_test_scores,TOEFL,total_applicants,total_admissions,acceptance_rate,total_enrolled,yield,SAT_reading_writing_lower,SAT_reading_writing_upper,SAT_math_lower,SAT_math_upper,ACT_composite_lower,ACT_composite_upper,ACT_english_lower,ACT_english_upper,ACT_math_lower,ACT_math_upper,out_of_state_tuition,out_of_state_fees,in_state_tuition,in_state_fees,out_of_state_total,in_state_total,address,city_id,location,lat,lon
565,566,University of Charleston,150+,Charleston,WV,West Virginia,www.ucwv.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,25,50.0,38.0,Not Required,Considered,Required,2806,1725,61.48,294,17.04,515.0,615.0,470.0,545.0,19.0,23.0,18.0,24.0,17.0,24.0,30900.0,1300.0,30900.0,1300.0,32200,32200,"2300 MacCorkle Avenue   SE, Charleston, West Virginia 25304",9384,"(38.3331461, -81.616121)",38.3331461, -81.616121
566,567,University of Chicago,6,Chicago,IL,Illinois,www.uchicago.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,0,75,90.0,89.0,Required,Considered,Required,34350,2510,7.31,1847,73.59,730.0,770.0,770.0,800.0,34.0,35.0,35.0,36.0,31.0,35.0,57642.0,2910.0,57642.0,2910.0,60552,60552,"5801 S Ellis Ave, Chicago, Illinois 60637",3405,"(41.79139685, -87.60084387193544)",41.79139685, -87.60084387193544
567,568,University of Cincinnati-Main Campus,150+,Cincinnati,OH,Ohio,www.uc.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,50,65.0,34.0,Recommended,Required,Recommended,23960,18306,76.4,5242,28.64,560.0,650.0,560.0,680.0,23.0,29.0,22.0,30.0,23.0,29.0,25794.0,1678.0,10460.0,1678.0,27472,12138,"2624 Clifton Avenue, Cincinnati, Ohio 45221-0063",3406,"(39.1306694, -84.5204402)",39.1306694, -84.5204402
568,569,University of Colorado Boulder,150+,Boulder,CO,Colorado,www.colorado.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,50,60.0,47.0,Recommended,Considered,Required,44203,37221,84.2,6326,17.0,570.0,670.0,560.0,680.0,25.0,31.0,24.0,32.0,23.0,29.0,36546.0,1738.0,10728.0,1738.0,38284,12466,"Regent Drive at Broadway, Boulder, Colorado 80309-0017",10622,"(40.006878150000006, -105.27277603939649)",40.006878150000006, -105.27277603939649
569,570,University of Colorado Denver/Anschutz Medical Campus,150+,Denver,CO,Colorado,www.ucdenver.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,50,50.0,22.0,Not Required,Required,Required,9458,6271,66.3,1397,22.28,490.0,610.0,510.0,600.0,21.0,27.0,19.0,27.0,18.0,26.0,24408.0,1481.0,7920.0,1481.0,25889,9401,"1380 Lawrence Street, Denver, Colorado 80217-3364",3412,"(39.7463837237711, -104.99917327770902)",39.7463837237711, -104.99917327770902
570,571,University of Connecticut-Avery Point,150+,Groton,CT,Connecticut,averypoint.uconn.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,Suburb: Midsize,Yes,0,80,,33.0,Recommended,Required,Required,873,823,94.27,219,26.61,510.0,615.0,510.0,600.0,20.0,30.0,20.0,27.0,20.0,26.0,37074.0,840.0,14406.0,840.0,37914,15246,"1084 Shennecossett Rd, Groton, Connecticut 06340-6097",12478,"(41.316333900000004, -72.06535668766011)",41.316333900000004, -72.06535668766011
571,572,University of Connecticut-Hartford Campus,150+,Hartford,CT,Connecticut,hartford.uconn.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,City: Midsize,Yes,0,80,,42.0,Recommended,Required,Required,2057,1978,96.16,666,33.67,500.0,600.0,490.0,590.0,20.0,25.0,20.0,24.0,17.0,26.0,37074.0,830.0,14406.0,830.0,37904,15236,"10 Prospect Street, Hartford, Connecticut 06103",7589,"(41.762676549999995, -72.67209328326493)",41.762676549999995, -72.67209328326493
572,573,University of Connecticut-Stamford,150+,Stamford,CT,Connecticut,stamford.uconn.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,City: Midsize,Yes,0,80,,37.0,Recommended,Required,Required,4579,4185,91.4,781,18.66,480.0,590.0,470.0,580.0,21.0,29.0,20.0,30.0,20.0,27.0,37074.0,850.0,14406.0,850.0,37924,15256,"One University Place, Stamford, Connecticut 06901-2315",7487,"(41.057047350000005, -73.54419145317546)",41.057047350000005, -73.54419145317546
573,574,University of Connecticut-Waterbury Campus,150+,Waterbury,CT,Connecticut,waterbury.uconn.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,Suburb: Midsize,Yes,0,80,,43.0,Recommended,Required,Required,1393,1346,96.63,355,26.37,480.0,590.0,470.0,580.0,18.0,24.0,17.0,24.0,16.0,25.0,37074.0,840.0,14406.0,840.0,37914,15246,"99 East Main Street, Waterbury, Connecticut 06702",11350,"(41.55591495, -73.03900829500714)",41.55591495, -73.03900829500714
574,575,University of Dallas,150+,Irving,TX,Texas,www.udallas.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,50,50.0,61.0,Required,Considered,Required,4645,2498,53.78,379,15.17,580.0,690.0,550.0,660.0,23.0,30.0,23.0,33.0,22.0,27.0,41660.0,3500.0,41660.0,3500.0,45160,45160,"1845 E Northgate Drive, Irving, Texas 75062-4736",3432,"(32.8487635, -96.92256763370509)",32.8487635, -96.92256763370509
575,576,University of Dayton,127,Dayton,OH,Ohio,udayton.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,0,0.0,60.0,Required,Considered,Required,16606,13469,81.11,2134,15.84,540.0,640.0,540.0,660.0,23.0,29.0,22.0,30.0,22.0,28.0,44890.0,0.0,44890.0,0.0,44890,44890,"300 College Park, Dayton, Ohio 45469",7711,"(39.740615, -84.180208)",39.740615, -84.180208
576,577,University of Delaware,93,Newark,DE,Delaware,www.udel.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,75,75.0,72.0,Required,Required,Required,33656,22209,65.99,4174,18.79,580.0,660.0,570.0,670.0,25.0,30.0,24.0,32.0,23.0,29.0,34160.0,1930.0,12730.0,1930.0,36090,14660,"104 Hullihen Hall, Newark, Delaware 19716",10970,"(39.6810328, -75.7540184)",39.6810328, -75.7540184
577,578,University of Denver,93,Denver,CO,Colorado,www.du.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,65,65.0,67.0,Required,Considered,Required,22723,13785,60.67,1375,9.97,590.0,680.0,580.0,680.0,26.0,31.0,26.0,33.0,24.0,29.0,52596.0,1179.0,52596.0,1179.0,53775,53775,"2199 S. University Blvd, Denver, Colorado 80208",3412,"(39.6742549, -104.9627484)",39.6742549, -104.9627484
578,579,University of Detroit Mercy,150+,Detroit,MI,Michigan,www.udmercy.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,0,0.0,53.0,Recommended,Required,Not Required,3985,3168,79.5,419,13.23,520.0,620.0,530.0,640.0,22.0,27.0,22.0,28.0,20.0,27.0,29562.0,0.0,29562.0,0.0,29562,29562,"4001 W McNichols Rd, Detroit, Michigan 48221-3038",3414,"(42.41403185, -83.13786010722785)",42.41403185, -83.13786010722785
579,580,University of Dubuque,150+,Dubuque,IA,Iowa,www.dbq.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,25,25.0,31.0,Required,Considered,Required,1844,1450,78.63,422,29.1,420.0,530.0,408.0,540.0,17.0,23.0,14.0,22.0,16.0,24.0,35060.0,1550.0,35060.0,1550.0,36610,36610,"2000 University Ave, Dubuque, Iowa 52001",33898,"(42.498557, -90.692249)",42.498557, -90.692249
580,581,University of Florida,28,Gainesville,FL,Florida,www.ufl.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,30,30.0,68.0,Not Required,Required,Not Required,48193,15002,31.13,6333,42.21,650.0,720.0,640.0,740.0,29.0,33.0,28.0,35.0,26.0,31.0,25694.0,2965.0,4477.0,1904.0,28659,6381,"Tigert Hall, Gainesville, Florida 32611",9782,"(29.6494149, -82.33986780499058)",29.6494149, -82.33986780499058
581,582,University of Florida-Online,150+,Gainesville,FL,Florida,www.ufonline.ufl.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,City: Midsize,Yes,1,30,,,Not Required,Required,Not Required,1364,851,62.39,718,84.37,620.0,670.0,600.0,680.0,26.0,30.0,26.0,33.0,24.0,28.0,15000.0,1579.0,3358.0,518.0,16579,3876,"300 SW 13th St, Gainesville, Florida 32611",9782,"(29.6491562, -82.3399087)",29.6491562, -82.3399087
582,583,University of Georgia,48,Athens,GA,Georgia,www.uga.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,70,75.0,65.0,Recommended,Required,Considered,28206,13647,48.38,5646,41.37,630.0,720.0,620.0,740.0,29.0,33.0,31.0,35.0,27.0,32.0,28830.0,2290.0,9790.0,2290.0,31120,12080,"Administration Building, Athens, Georgia 30602",8108,"(33.9562272, -83.37402325113494)",33.9562272, -83.37402325113494
583,584,University of Hartford,150+,West Hartford,CT,Connecticut,www.hartford.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,35,50.0,49.0,Recommended,Considered,Required,12660,9800,77.41,1141,11.64,510.0,610.0,510.0,600.0,22.0,29.0,,,,,40490.0,3070.0,40490.0,3070.0,43560,43560,"200 Bloomfield Ave, West Hartford, Connecticut 06117-1599",9182,"(41.79475, -72.717636)",41.79475, -72.717636
584,585,University of Hawaii at Hilo,150+,Hilo,HI,Hawaii,hilo.hawaii.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Remote,Yes,1,50,50.0,19.0,Not Required,Considered,Required,3152,2327,73.83,462,19.85,500.0,590.0,490.0,580.0,16.0,22.0,14.0,22.0,16.0,22.0,20304.0,494.0,7344.0,494.0,20798,7838,"200 W Kawili St, Hilo, Hawaii 96720-4091",9406,"(19.69998715, -155.0845188330478)",19.69998715, -155.0845188330478
585,586,University of Hawaii at Manoa,150+,Honolulu,HI,Hawaii,manoa.hawaii.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,70,100.0,32.0,Recommended,Considered,Required,13240,11081,83.69,2184,19.71,540.0,640.0,530.0,640.0,21.0,27.0,20.0,26.0,19.0,26.0,33336.0,882.0,11304.0,882.0,34218,12186,"2500 Campus Road, Honolulu, Hawaii 96822-2217",3427,"(21.2982795, -157.8186922958459)",21.2982795, -157.8186922958459
586,587,University of Health Sciences and Pharmacy in St. Louis,150+,Saint Louis,MO,Missouri,www.uhsp.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Implied no,0,0,,,Recommended,Considered,Required,349,273,78.22,94,34.43,550.0,635.0,558.0,690.0,24.0,30.0,23.0,30.0,24.0,29.0,29547.0,600.0,29547.0,600.0,30147,30147,"Pharmacy Place, Saint Louis, Missouri 63110-1088",3476,"(38.63682475, -90.26091298011451)",38.63682475, -90.26091298011451
587,588,University of Houston,150+,Houston,TX,Texas,www.uh.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,75,75.0,30.0,Recommended,Considered,Required,28645,17986,62.79,5225,29.05,560.0,650.0,560.0,660.0,22.0,28.0,21.0,28.0,22.0,27.0,20665.0,1008.0,8449.0,1008.0,21673,9457,"212 E. Cullen Building, Houston, Texas 77204-2018",3428,"(29.7207902, -95.34406271491369)",29.7207902, -95.34406271491369
588,589,University of Houston-Clear Lake,150+,Houston,TX,Texas,www.uhcl.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,45,45.0,,Recommended,Considered,Required,1666,1345,80.73,363,26.99,500.0,590.0,500.0,580.0,19.0,24.0,17.0,24.0,18.0,24.0,19104.0,1648.0,5856.0,1648.0,20752,7504,"2700 Bay Area Blvd, Houston, Texas 77058-1002",3428,"(29.5788124, -95.098931)",29.5788124, -95.098931
589,590,University of Idaho,150+,Moscow,ID,Idaho,www.uidaho.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,1,60,60.0,34.0,Not Required,Required,Required,9938,7398,74.44,1425,19.26,500.0,620.0,490.0,600.0,20.0,26.0,19.0,26.0,18.0,26.0,25418.0,2122.0,6182.0,2122.0,27540,8304,"875 Perimeter Drive MS 2282, Moscow, Idaho 83844-2282",10359,"(46.72379775, -117.02043898436474)",46.72379775, -117.02043898436474
590,591,University of Illinois Chicago,150+,Chicago,IL,Illinois,www.uic.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,60,70.0,34.0,Recommended,Required,Required,22798,16558,72.63,3541,21.39,510.0,610.0,520.0,640.0,21.0,29.0,21.0,30.0,21.0,28.0,25126.0,3322.0,10776.0,3322.0,28448,14098,"601 S Morgan, Chicago, Illinois 60607",3405,"(41.79139685, -87.60084387193544)",41.79139685, -87.60084387193544
591,592,University of Illinois Springfield,150+,Springfield,IL,Illinois,www.uis.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,50,60.0,35.0,Considered,Considered,Required,3634,2810,77.33,298,10.6,490.0,600.0,490.0,590.0,19.0,27.0,19.0,28.0,18.0,26.0,19118.0,2408.0,9503.0,2408.0,21526,11911,"One University Plaza, Springfield, Illinois 62703-5407",8414,"(39.7294155, -89.61677342342574)",39.7294155, -89.61677342342574
592,593,University of Illinois Urbana-Champaign,150+,Champaign,IL,Illinois,www.illinois.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,50,70.0,70.0,Not Required,Required,Required,43473,27520,63.3,7529,27.36,590.0,690.0,610.0,770.0,27.0,33.0,26.0,34.0,26.0,33.0,29704.0,2896.0,12254.0,2896.0,32600,15150,"601 E John Street, Champaign, Illinois 61820-5711",12382,"(40.108998, -88.230205)",40.108998, -88.230205
593,594,University of Indianapolis,150+,Indianapolis,IN,Indiana,uindy.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,0,50.0,47.0,Recommended,Considered,Required,7893,6668,84.48,943,14.14,480.0,590.0,480.0,580.0,18.0,25.0,16.0,24.0,17.0,25.0,30888.0,1380.0,30888.0,1380.0,32268,32268,"1400 E Hanna Ave, Indianapolis, Indiana 46227-3697",3431,"(39.7082806, -86.1344336)",39.7082806, -86.1344336
594,595,University of Iowa,83,Iowa City,IA,Iowa,www.uiowa.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,40,60.0,53.0,Not Required,Required,Required,24132,20338,84.28,4510,22.18,560.0,650.0,550.0,660.0,22.0,29.0,21.0,30.0,21.0,28.0,30036.0,1533.0,8073.0,1533.0,31569,9606,"101 Jessup Hall, Iowa City, Iowa 52242-1316",7633,"(41.631102350000006, -91.54075201642047)",41.631102350000006, -91.54075201642047
595,596,University of Jamestown,150+,Jamestown,ND,North Dakota,www.uj.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Remote,Yes,1,0,0.0,29.0,Considered,Considered,Required,1356,975,71.9,267,27.38,470.0,560.0,470.0,550.0,19.0,24.0,16.0,23.0,18.0,26.0,22718.0,780.0,22718.0,780.0,23498,23498,"608 6th St NE, Jamestown, North Dakota 58405",33415,"(46.91392, -98.706412)",46.91392, -98.706412
596,597,University of Kansas,122,Lawrence,KS,Kansas,ku.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,40,65.0,47.0,Recommended,Considered,Required,15042,13678,90.93,3829,27.99,540.0,650.0,530.0,670.0,22.0,29.0,22.0,30.0,21.0,28.0,26960.0,1074.0,10092.0,1074.0,28034,11166,"Strong Hall  1450 Jayhawk Blvd  Room 230, Lawrence, Kansas 66045",8510,"(38.95348835, -95.2630888100299)",38.95348835, -95.2630888100299
597,598,University of Kentucky,127,Lexington,KY,Kentucky,www.uky.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,50,65.0,44.0,Not Required,Required,Required,19648,18932,96.36,4891,25.83,540.0,640.0,530.0,640.0,22.0,29.0,22.0,31.0,21.0,28.0,29945.0,1349.0,11135.0,1349.0,31294,12484,"South Limestone, Lexington, Kentucky 40506-0032",8014,"(38.0356095, -84.5080671)",38.0356095, -84.5080671
598,599,University of Louisiana at Lafayette,150+,Lafayette,LA,Louisiana,www.louisiana.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,25,25.0,19.0,Not Required,Required,Required,9870,6641,67.28,2338,35.21,510.0,620.0,490.0,590.0,20.0,26.0,21.0,28.0,19.0,25.0,19135.0,4951.0,5407.0,4951.0,24086,10358,"104 University Circle, Lafayette, Louisiana 70503",9568,"(30.2164974, -92.0182461)",30.2164974, -92.0182461
599,600,University of Louisiana at Monroe,150+,Monroe,LA,Louisiana,www.ulm.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,20,20.0,23.0,Not Required,Required,Required,4837,3772,77.98,1108,29.37,460.0,580.0,490.0,590.0,20.0,24.0,20.0,26.0,18.0,24.0,17888.0,3282.0,5788.0,3282.0,21170,9070,"700 University Avenue, Monroe, Louisiana 71209-0000",13152,"(32.53185655, -92.06585003678674)",32.53185655, -92.06585003678674
600,601,University of Louisville,150+,Louisville,KY,Kentucky,www.louisville.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,25,65.0,32.0,Not Required,Considered,Required,17265,11243,65.12,2866,25.49,530.0,640.0,520.0,630.0,21.0,28.0,21.0,30.0,20.0,27.0,28312.0,196.0,11966.0,196.0,28508,12162,"2301 S 3rd St, Louisville, Kentucky 40292-0001",3443,"(38.213327, -85.7607682)",38.213327, -85.7607682
601,602,University of Mary,150+,Bismarck,ND,North Dakota,www.umary.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Rural: Fringe,Yes,1,30,45.0,43.0,Recommended,Considered,Required,1391,997,71.68,440,44.13,510.0,620.0,490.0,600.0,20.0,26.0,20.0,26.0,18.0,26.0,17980.0,1850.0,17980.0,1850.0,19830,19830,"7500 University Dr, Bismarck, North Dakota 58504",9103,"(46.724869049999995, -100.75162290071921)",46.724869049999995, -100.75162290071921
602,603,University of Mary Washington,150+,Fredericksburg,VA,Virginia,www.umw.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Midsize,Yes,0,50,50.0,59.0,Recommended,Considered,Recommended,6018,4543,75.49,775,17.06,560.0,660.0,530.0,610.0,23.0,30.0,23.0,32.0,21.0,27.0,25335.0,5167.0,8678.0,5167.0,30502,13845,"1301 College Ave, Fredericksburg, Virginia 22401-5300",8216,"(38.30004753910402, -77.47510194128556)",38.30004753910402, -77.47510194128556
603,604,University of Maryland-Baltimore County,150+,Baltimore,MD,Maryland,umbc.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,75,50.0,44.0,Required,Required,Required,11459,7962,69.48,1675,21.04,580.0,670.0,570.0,680.0,24.0,30.0,22.0,31.0,23.0,29.0,24338.0,716.0,8704.0,716.0,25054,9420,"1000 Hilltop Circle, Baltimore, Maryland 21250",3396,"(39.2529472, -76.7123795)",39.2529472, -76.7123795
604,605,University of Maryland-College Park,150+,College Park,MD,Maryland,www.umd.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,75,75.0,70.0,Recommended,Required,Required,32147,16382,50.96,4347,26.54,630.0,720.0,640.0,760.0,30.0,34.0,30.0,35.0,27.0,33.0,34936.0,1955.0,8824.0,1955.0,36891,10779," , College Park, Maryland 20742",10859,"(38.99203005, -76.94610290199051)",38.99203005, -76.94610290199051
605,606,University of Massachusetts-Amherst,68,Amherst,MA,Massachusetts,www.umass.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,80,80.0,71.0,Required,Considered,Required,40315,26335,65.32,5055,19.19,600.0,680.0,600.0,710.0,27.0,32.0,25.0,33.0,25.0,31.0,35779.0,648.0,15791.0,648.0,36427,16439,"374 Whitmore Building 181 Presidents Drive, Amherst, Massachusetts 01003",13860,"(42.3869382, -72.52991477067445)",42.3869382, -72.52991477067445
606,607,University of Massachusetts-Lowell,150+,Lowell,MA,Massachusetts,www.uml.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,60,50.0,38.0,Required,Required,Required,12970,9753,75.2,2082,21.35,570.0,650.0,570.0,670.0,23.0,29.0,23.0,30.0,24.0,28.0,33004.0,620.0,15078.0,620.0,33624,15698,"1 University Ave, Lowell, Massachusetts 01854-5104",35712,"(42.652223, -71.324696)",42.652223, -71.324696
607,608,University of Memphis,150+,Memphis,TN,Tennessee,www.memphis.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,25,35.0,22.0,Not Required,Considered,Required,13298,11330,85.2,2541,22.43,500.0,610.0,490.0,590.0,19.0,26.0,20.0,27.0,17.0,25.0,12048.0,1704.0,8208.0,1704.0,13752,9912,"Southern Avenue, Memphis, Tennessee 38152",3446,"(35.1159779, -89.9364615)",35.1159779, -89.9364615
608,609,University of Michigan-Ann Arbor,23,Ann Arbor,MI,Michigan,umich.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,75,75.0,79.0,Required,Considered,Required,65021,16974,26.11,6879,40.53,660.0,740.0,680.0,780.0,31.0,34.0,32.0,35.0,29.0,34.0,51838.0,428.0,15520.0,428.0,52266,15948,"503 Thompson Street, Ann Arbor, Michigan 48109",7859,"(42.2758901, -83.74275462217454)",42.2758901, -83.74275462217454
609,610,University of Michigan-Flint,150+,Flint,MI,Michigan,www.umflint.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,0,55.0,15.0,Recommended,Required,Required,4017,3110,77.42,559,17.97,490.0,610.0,480.0,600.0,19.0,21.0,18.0,26.0,17.0,25.0,24114.0,432.0,12312.0,432.0,24546,12744,"303 E. Kearsley Street, Flint, Michigan 48502-1950",10898,"(43.01767227135679, -83.68980346733669)",43.01767227135679, -83.68980346733669
610,611,University of Minnesota-Duluth,150+,Duluth,MN,Minnesota,www.d.umn.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,40,75.0,36.0,Recommended,Required,Required,9190,7219,78.55,1780,24.66,530.0,600.0,520.0,640.0,21.0,26.0,19.0,25.0,20.0,27.0,17394.0,1382.0,12194.0,1382.0,18776,13576,"515 Darland Administration Bldg, Duluth, Minnesota 55812",8301,"(46.8203898, -92.08527412081386)",46.8203898, -92.08527412081386
611,612,University of Minnesota-Rochester,150+,Rochester,MN,Minnesota,r.umn.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,City: Midsize,Yes,0,30,,51.0,Recommended,Required,Required,1440,1062,73.75,217,20.43,540.0,688.0,518.0,643.0,20.0,26.0,19.0,24.0,19.0,26.0,12194.0,656.0,12194.0,656.0,12850,12850,"111 South Broadway, Rochester, Minnesota 55904",8751,"(44.02232253170266, -92.46313098734227)",44.02232253170266, -92.46313098734227
612,613,University of Minnesota-Twin Cities,150+,Minneapolis,MN,Minnesota,twin-cities.umn.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,55,75.0,65.0,Not Required,Required,Required,38237,26628,69.64,5966,22.4,600.0,700.0,640.0,760.0,25.0,31.0,24.0,32.0,25.0,30.0,31616.0,1709.0,13318.0,1709.0,33325,15027,"100 Church Street, Minneapolis, Minnesota 55455-0213",3450,"(44.97605441949198, -93.23398956941857)",44.97605441949198, -93.23398956941857
613,614,University of Missouri-Columbia,150+,Columbia,MO,Missouri,missouri.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,55,65.0,46.0,Not Required,Required,Required,20641,16880,81.78,5315,31.49,560.0,660.0,550.0,660.0,23.0,29.0,22.0,31.0,22.0,28.0,27612.0,1393.0,9330.0,1393.0,29005,10723,"105 Jesse Hall, Columbia, Missouri 65211",9331,"(38.93641465, -92.32970301784542)",38.93641465, -92.32970301784542
614,615,University of Missouri-Kansas City,150+,Kansas City,MO,Missouri,www.umkc.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,45,45.0,23.0,Considered,Considered,Required,5672,3574,63.01,1059,29.63,495.0,635.0,505.0,680.0,20.0,28.0,20.0,28.0,19.0,27.0,23634.0,1552.0,8593.0,1552.0,25186,10145,"5000 Holmes St., Kansas City, Missouri 64110",3437,"(39.03928585, -94.57248366665303)",39.03928585, -94.57248366665303
615,616,University of Missouri-St Louis,150+,Saint Louis,MO,Missouri,www.umsl.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,35,50.0,32.0,Considered,Considered,Required,3511,2022,57.59,417,20.62,560.0,640.0,530.0,615.0,21.0,27.0,20.0,28.0,19.0,26.0,27972.0,0.0,10573.0,0.0,27972,10573,"One University Boulevard, Saint Louis, Missouri 63121-4400",3476,"(38.7172234, -90.3060852)",38.7172234, -90.3060852
616,617,University of Montevallo,150+,Montevallo,AL,Alabama,www.montevallo.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,1,35,35.0,29.0,Not Required,Required,Required,4954,2998,60.52,471,15.71,500.0,600.0,490.0,615.0,19.0,26.0,20.0,27.0,17.0,24.0,25110.0,1620.0,12090.0,1620.0,26730,13710,"Station 6001, Montevallo, Alabama 35115-6000",11540,"(33.1060774, -86.86523751695017)",33.1060774, -86.86523751695017
